P.Value B
353 4.20577582788381e-06 4.0445422456782
354 4.20619635603554e-06 4.04444748686161
355 4.209393396915e-06 4.04372739890277
356 4.2453016552755e-06 4.03567703235704
357 4.36973902868878e-06 4.0082979359577
358 4.37369833474437e-06 4.0074396829811
359 4.57290515252895e-06 3.96523407500189
360 4.6512979077084e-06 3.94912856625056
361 4.66523706495423e-06 3.94629333968206
362 4.6860303697956e-06 3.94207972526286
363 4.7392386632755e-06 3.93138223054065
364 4.79841314613667e-06 3.91962576760439
365 4.81492704315496e-06 3.91637081592326
366 4.91284235767701e-06 3.8972983389775
367 4.92828585827231e-06 3.89432501212448
368 4.9975445576422e-06 3.88110457179617
369 5.0047641769698e-06 3.87973704310341
370 5.05870802661935e-06 3.86958126041364
371 5.06443082325816e-06 3.86851023118059
372 5.17464810725975e-06 3.84811632875718
373 5.24300012244164e-06 3.83568658857784
374 5.25126622635769e-06 3.83419443231756
375 5.29087003024201e-06 3.82707786865517
376 5.3123092753305e-06 3.82324761885496
377 5.45769561445191e-06 3.79767538733752
378 5.48387137815746e-06 3.79314394834989
379 5.75613289474219e-06 3.74725711712664
380 5.85532528998528e-06 3.73107833904381
381 5.9117074942693e-06 3.72200419505193
382 5.94835389284674e-06 3.71615274700786
383 6.13673679165607e-06 3.68663240397183
384 6.14400187167436e-06 3.68551221657298
385 6.30316046012042e-06 3.66129960935203
386 6.38221971598918e-06 3.64949940829233
387 6.40843089099223e-06 3.64561952468593
388 6.41315006115486e-06 3.64492266506767
389 6.56360541513053e-06 3.62297101065989
390 6.76353413397881e-06 3.59456935144869
391 6.77343731065022e-06 3.59318449054399
392 6.78068496225776e-06 3.59217226471547
393 6.78109838301076e-06 3.59211455801789
394 6.85413920907105e-06 3.58197425211567
395 6.95770632761782e-06 3.56778021404719
396 6.97800254643056e-06 3.56502343061204
397 7.05352632500586e-06 3.55483539445535
398 7.05415330227567e-06 3.55475127492085
399 7.13920803262008e-06 3.54340870778156
400 7.14701576649382e-06 3.54237429902556
401 7.29539493621187e-06 3.52292879262739
402 7.37601523223916e-06 3.51252893530705
403 7.53946181247088e-06 3.49179005341041
404 7.66862851826723e-06 3.47571729459544
405 7.76548305324334e-06 3.4638424231271
406 7.87346579567427e-06 3.45077706248135
407 7.90131782617138e-06 3.4474362640133
408 7.90758426210136e-06 3.44668624467245
409 7.94905385584866e-06 3.4417377938565
410 8.15269707634976e-06 3.41780741503054
411 8.15994783151348e-06 3.41696646300355
412 8.16592703090459e-06 3.41627355136118
413 8.17994445026328e-06 3.41465110725297
414 8.21396955555087e-06 3.41072444787264
415 8.2316011986017e-06 3.40869608512575
416 8.65256534491974e-06 3.36151992099759
417 8.74444283508658e-06 3.35152992181072
418 8.78668861662198e-06 3.34697174883017
419 8.85374534935338e-06 3.33978150791732
420 8.96063024110007e-06 3.3284328114761
421 9.2326726318746e-06 3.30014989562832
422 9.29960418102288e-06 3.29331950380664
423 9.43192819290639e-06 3.27995971199833
424 9.54205952855355e-06 3.26898313979482
425 9.55067004658592e-06 3.26813031010008
426 9.70634183351841e-06 3.25284339643546
427 9.71153206286565e-06 3.25233796438989
428 9.83155046992174e-06 3.24072536785008
429 9.87375338940992e-06 3.23667571577179
430 9.88602416694992e-06 3.23550151064898
431 1.01665484820344e-05 3.20904927107651
432 1.03185177047095e-05 3.19502338628352
433 1.03792629481703e-05 3.18947483799861
434 1.07270593819223e-05 3.15832079775834
435 1.07988669884679e-05 3.15201492885054
436 1.0879403728666e-05 3.14499235660815
437 1.08820566987232e-05 3.14476191350543
438 1.10353387108117e-05 3.13154230199071
439 1.10987230292939e-05 3.12612955997085
440 1.12696086980775e-05 3.11168976429014
441 1.13103211259104e-05 3.10828198051341
442 1.14068249022959e-05 3.10025316110212
443 1.21298502371003e-05 3.04218292853115
444 1.2387431445062e-05 3.02233080702662
445 1.24141029098973e-05 3.02029891429906
446 1.24909581374111e-05 3.01446831197538
447 1.25581215407234e-05 3.00940237467583
448 1.25956176210677e-05 3.00658596769947
449 1.27489066323451e-05 2.99515894875212
450 1.28078097120601e-05 2.99080460927688
451 1.28858185021391e-05 2.98506872753429
452 1.31284127534044e-05 2.96745121011488
453 1.32055960385601e-05 2.96191449583085
454 1.35271630239599e-05 2.93919121061356
455 1.35370074486654e-05 2.93850414248465
456 1.35813135104619e-05 2.93541809972367
457 1.36181185179864e-05 2.93286219824331
458 1.36261125175826e-05 2.93230797606041
459 1.37345480741724e-05 2.92482222451822
460 1.37703593911738e-05 2.92236304336969
461 1.39423552658056e-05 2.91064072473408
462 1.40038393392183e-05 2.90648547531211
463 1.41611582411213e-05 2.89593625148154
464 1.42116365157469e-05 2.89257627205426
465 1.45262849320521e-05 2.87189857288901
466 1.45731763347207e-05 2.86885555568513
467 1.46445051026329e-05 2.86424546489508
468 1.48786476323278e-05 2.84926929889108
469 1.51219380640462e-05 2.83395650382332
470 1.53314690115063e-05 2.820965401763
471 1.56979032766471e-05 2.7986686508973
472 1.60074791386841e-05 2.78023492604636
473 1.62208810034236e-05 2.76773503286826
474 1.62620062289679e-05 2.76534512221998
475 1.62863541617842e-05 2.76393304740565
476 1.63149421189388e-05 2.76227777110499
477 1.63457818955684e-05 2.76049537240526
478 1.64371681281284e-05 2.75523341418933
479 1.65499841640014e-05 2.74877788870017
480 1.67599189765448e-05 2.73688176078638
481 1.67711202227479e-05 2.73625124234095
482 1.6939375586317e-05 2.72683066482205
483 1.7200155348638e-05 2.71241365526368
484 1.7238082426442e-05 2.71033517764585
485 1.72676462956924e-05 2.7087182007364
486 1.73300553240143e-05 2.70531388282587
487 1.75169881027258e-05 2.69519012162604
488 1.7681154155756e-05 2.68638836865101
489 1.80883996749352e-05 2.66490320750528
490 1.81068760329032e-05 2.66393999362422
491 1.84151293109015e-05 2.64801396853991
492 1.86811088850094e-05 2.63448561370112
493 1.8981349697393e-05 2.61944501307171
494 1.90072958758329e-05 2.61815646475905
495 1.90730995585972e-05 2.61489639899924
496 1.91921908211454e-05 2.60902494464416
497 1.92444324536121e-05 2.60646085036867
498 1.94178979029588e-05 2.59799675269292
499 1.94721794702869e-05 2.5953637144723
500 1.96152394289832e-05 2.58845943779327
501 1.97768804269023e-05 2.58071897016133
502 1.98878848388459e-05 2.57544001592598
503 2.00865680758993e-05 2.56606480432946
504 2.02710561056284e-05 2.55744238945082
505 2.04534293458499e-05 2.54899588618153
506 2.08725232146425e-05 2.52986883717038
507 2.11486632827761e-05 2.51747560436487
508 2.11518865693537e-05 2.51733190355462
509 2.11920843082664e-05 2.51554164897221
510 2.13299588126551e-05 2.50942703452049
511 2.13445773485847e-05 2.50878104288745
512 2.14734959869525e-05 2.50310329410715
513 2.15571931964492e-05 2.4994354462599
514 2.20280935724344e-05 2.47906206996432
515 2.24164958844679e-05 2.46258429853763
516 2.27247720233233e-05 2.4497085807688
517 2.27908106275367e-05 2.44697316860976
518 2.28705952867997e-05 2.44367896917197
519 2.29507954111266e-05 2.44037922184104
520 2.29782031856276e-05 2.43925421185551
521 2.30294444780661e-05 2.43715451361364
522 2.30563732733219e-05 2.43605294010622
523 2.31223016253955e-05 2.43336145813181
524 2.33285414397122e-05 2.4249913258638
525 2.35253909639525e-05 2.41707129486867
526 2.37562439890127e-05 2.4078674941971
527 2.39130111101712e-05 2.40166844572376
528 2.39545708087986e-05 2.40003188992263
529 2.40652448887059e-05 2.39568758171312
530 2.41562002613711e-05 2.39213228404156
531 2.43230980471416e-05 2.38564333699869
532 2.48695902254686e-05 2.36470439476319
533 2.49278870214526e-05 2.36249806688995
534 2.49791659507523e-05 2.36056161851496
535 2.51774284960167e-05 2.35311198144429
536 2.52428486303542e-05 2.35066676300398
537 2.53459297852506e-05 2.34682676344057
538 2.54353367555437e-05 2.34350883309428
539 2.59912763378696e-05 2.32313682160249
540 2.66913669116464e-05 2.29809603923173
541 2.67371876071845e-05 2.29648019513088
542 2.68605705265858e-05 2.29214294185162
543 2.73562457078472e-05 2.274917875338
544 2.80510358792675e-05 2.25129366611454
545 2.86317002967109e-05 2.23199633674984
546 2.89095669422641e-05 2.22290052742852
547 2.92296622252733e-05 2.21253056821406
548 2.94938228296109e-05 2.20405821533545
549 2.95116141160584e-05 2.20349034174683
550 3.02294460647635e-05 2.18086031254314
551 3.03269079744312e-05 2.1778294547765
552 3.07481081904802e-05 2.16484252175237
553 3.0781662405611e-05 2.16381563351379
554 3.08638463755311e-05 2.16130522788685
555 3.09987843282726e-05 2.15719791242107
556 3.1051762787187e-05 2.15559023104123
557 3.11910894415431e-05 2.15137534300972
558 3.12540996867372e-05 2.14947537160334
559 3.12689481817295e-05 2.14902819941311
560 3.15901250073192e-05 2.13940758462687
561 3.16728758050888e-05 2.13694475791523
562 3.17119162936862e-05 2.13578507849404
563 3.18168553017027e-05 2.13267500606588
564 3.20723079376788e-05 2.12514701901752
565 3.21984856395968e-05 2.12145084814236
566 3.27390236094544e-05 2.10577957021037
567 3.28868732573964e-05 2.10153835524358
568 3.30971744911596e-05 2.09553852587921
569 3.33645525214048e-05 2.08796535423847
570 3.33670079894449e-05 2.08789608874662
571 3.33981361737828e-05 2.08701844750218
572 3.36051112069151e-05 2.08120371207176
573 3.36849286202484e-05 2.07897093335738
574 3.45786412152541e-05 2.05432722781372
575 3.46660025749219e-05 2.05195268920304
576 3.48285039505181e-05 2.04755173855458
577 3.5800713400655e-05 2.0216450373645
578 3.60332727411781e-05 2.01555271451832
579 3.6057658775726e-05 2.0149161660795
580 3.6408378312632e-05 2.00580885759385
581 3.66258432551007e-05 2.00020598556305
582 3.75407124192411e-05 1.9769951535172
583 3.82121855934572e-05 1.96031812748321
584 3.83462158944777e-05 1.95702454683059
585 3.86675768165672e-05 1.94917447632767
586 3.87402421809113e-05 1.94740852176372
587 3.89567760083389e-05 1.94216585550062
588 3.89960298097993e-05 1.94121858626866
589 3.90658234374153e-05 1.93953669547636
590 3.93494500244774e-05 1.93273275765842
591 3.93570154779613e-05 1.93255194466412
592 4.01612356381988e-05 1.91352765253755
593 4.04416015824382e-05 1.90698526598669
594 4.04417500749323e-05 1.90698181297381
595 4.06340037621749e-05 1.90252183440748
596 4.06589399650865e-05 1.90194490774226
597 4.07054204888379e-05 1.90087047735725
598 4.0835699587449e-05 1.89786553805577
599 4.08458055167343e-05 1.89763284336563
600 4.08627947289011e-05 1.89724178751789
601 4.10054812439946e-05 1.89396387562059
602 4.10881525376848e-05 1.8920699206421
603 4.13503643730845e-05 1.88608801228286
604 4.23708045220747e-05 1.86316560627196
605 4.35333808490718e-05 1.83771664193985
606 4.38599146037041e-05 1.83069150642454
607 4.42540565303057e-05 1.82228147945135
608 4.45294307414555e-05 1.81645019509655
609 4.4708484632461e-05 1.81267797828934
610 4.48424726922438e-05 1.80986509954612
611 4.6548445931576e-05 1.77477095920352
612 4.65845268766171e-05 1.77404275752692
613 4.66493070271863e-05 1.7727367564286
614 4.67961516178209e-05 1.76978302730778
615 4.70882439755269e-05 1.7639352690376
616 4.71388946825102e-05 1.76292493842944
617 4.72131793974629e-05 1.76144515071399
618 4.78826739437092e-05 1.74821306435888
619 4.802750452304e-05 1.74537505066651
620 4.88959505270497e-05 1.72853578514381
621 4.94319651969007e-05 1.71829171004708
622 5.14205368935035e-05 1.68123826598134
623 5.14273837841533e-05 1.68111318956904
624 5.15552827423605e-05 1.67877984986904
625 5.19042761655181e-05 1.67244241176698
626 5.19391939652786e-05 1.67181069036878
627 5.2247022265589e-05 1.66625995255868
628 5.28305361537005e-05 1.65582766725185
629 5.31276148826296e-05 1.65056076856987
630 5.35764916754269e-05 1.64265851750202
631 5.39102527056613e-05 1.63682582184324
632 5.3966804299912e-05 1.63584114090882
633 5.40060335848581e-05 1.63515868626657
634 5.45787452121281e-05 1.62525179622479
635 5.52202035444396e-05 1.61427897008435
636 5.54036199759029e-05 1.6111649764134
637 5.56778652449078e-05 1.60652818521077
638 5.58477655631349e-05 1.60366710034265
639 5.69072424586384e-05 1.58602068056431
640 5.70345555058918e-05 1.58392243518522
641 5.74055277239871e-05 1.5778351747561
642 5.74390417880386e-05 1.57728719263083
643 5.75693217799765e-05 1.57516005666038
644 5.7573176465273e-05 1.5750971932983
645 5.79204280670734e-05 1.56945139203911
646 5.79328415623015e-05 1.56925019702382
647 5.80495446021615e-05 1.56736081678501
648 5.82580098166937e-05 1.56399531862143
649 5.83896573013258e-05 1.56187620726816
650 5.85876630387826e-05 1.55869796003385
651 5.94087956122656e-05 1.54563191161109
652 5.97401975542315e-05 1.5404098956387
653 6.01770420584467e-05 1.53357068467399
654 6.02729329277827e-05 1.53207610157775
655 6.04039974101273e-05 1.53003715250257
656 6.04586841310225e-05 1.52918771413473
657 6.07306120186605e-05 1.5249753424517
658 6.10285188459097e-05 1.52038223822509
659 6.10323695359074e-05 1.52032301619578
660 6.14874387436528e-05 1.51335054978965
661 6.21443465686141e-05 1.50337647881105
662 6.26520388439904e-05 1.49574031911654
663 6.27521622701582e-05 1.49424171346482
664 6.35183289074888e-05 1.48285297409672
665 6.36982374224708e-05 1.48019872757901
666 6.37677407547072e-05 1.47917534010332
