Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSMUSG00000028086,Fbxw7,0.9145553195807717,1.5816873024654203,3.9444848776386685e-08,0.30396817869028825,-1.5816873024654203,3.9444848776386685e-08
ENSMUSG00000110441,Gm45790,0.0011230724350152744,-0.6072520768955378,1.0,0.0,0.6072520768955378,1.0
ENSMUSG00000106422,Gm42812,0.00037435747833842477,-1.6072520768955378,1.0,0.0,1.6072520768955378,1.0
ENSMUSG00000085527,Gm15535,0.001497429913353699,-0.2853239820081743,1.0,0.0,0.2853239820081743,1.0
ENSMUSG00000028085,Gatb,0.1010765191513747,-0.07969188721930287,1.0,0.10513185127634031,0.07969188721930287,1.0
ENSMUSG00000051000,Fam160a1,0.006738434610091646,-1.9442870641731078,0.011476298641549873,0.025140225305211813,1.9442870641731078,0.011476298641549873
ENSMUSG00000031286,Glt28d2,0.0022461448700305487,-1.7998971548379323,0.3077193746543758,0.006856425083239585,1.7998971548379323,0.3077193746543758
ENSMUSG00000028082,Sh3d19,0.10145087662971311,-1.3399681980603853,2.321643769117532e-06,0.2559732031076112,1.3399681980603853,2.321643769117532e-06
ENSMUSG00000028081,Rps3a1,3.4938783453325186,-0.3107560281497035,0.28649569345934955,4.340117077690658,0.3107560281497035,0.28649569345942016
ENSMUSG00000103408,Gm37933,0.001497429913353699,-0.2853239820081743,1.0,0.0,0.2853239820081743,1.0
ENSMUSG00000028080,Lrba,0.09022015227956037,-0.21195079567795538,0.793399533221474,0.10284637624859377,0.21195079567795538,0.793399533221474
ENSMUSG00000057777,Mab21l2,0.0026205023483689737,0.39274792310446216,0.8459219300310895,0.0,-0.39274792310446216,0.8459219300310895
ENSMUSG00000028078,Dclk2,0.33617301554790546,0.49067971095278784,0.20202088995402787,0.23768940288563895,-0.49067971095278784,0.20202088995402787
ENSMUSG00000028076,Cd1d1,0.004866647218399522,0.20010284516206678,1.0,0.0022854750277465285,-0.20010284516206678,1.0
ENSMUSG00000041734,Kirrel,0.009733294436799045,-0.17429266961943046,1.0,0.009141900110986114,0.17429266961943046,1.0
ENSMUSG00000015852,Fcrls,0.27702453397043436,-0.7392582617748793,0.007321960545125295,0.46166595560479873,0.7392582617748793,0.007321960545125295
ENSMUSG00000059994,Fcrl1,0.0037435747833842476,0.8521795417417604,0.634163155402049,0.0,-0.8521795417417604,0.634163155402049
ENSMUSG00000003382,Etv3,0.1284046150700797,0.3271595814768866,0.5613020891979106,0.10056090122084725,-0.3271595814768866,0.5613020891979106
ENSMUSG00000118505,ETV3L,0.0007487149566768495,-1.02228957617438,1.0,0.0,1.02228957617438,1.0
ENSMUSG00000041977,Arhgef11,0.23022984917813125,0.23326970909726663,0.6758116433392061,0.19426537735845492,-0.23326970909726663,0.6758116433392061
ENSMUSG00000023084,Lrrc71,0.0011230724350152744,-2.9291801717828996,0.04607825162251114,0.009141900110986114,2.9291801717828996,0.04607825162251114
ENSMUSG00000028073,Pear1,0.017594801481905963,-1.10975241742472,0.09356673968028657,0.036567600443944456,1.10975241742472,0.09356673968028657
ENSMUSG00000028072,Ntrk1,0.007487149566768495,-1.5368627490041389,0.08450842611479442,0.020569275249718754,1.5368627490041389,0.08450842611479442
ENSMUSG00000005640,Insrr,0.0007487149566768495,-1.02228957617438,1.0,0.0,1.02228957617438,1.0
ENSMUSG00000004895,Prcc,0.1224148954166649,0.3927479231044635,0.6171191657520861,0.09141900110986113,-0.3927479231044635,0.6171191657520861
ENSMUSG00000004897,Hdgf,0.5016390209734892,0.020290212564457843,1.0,0.4936626059932501,-0.020290212564457843,1.0
ENSMUSG00000019710,Mrpl24,0.35526524694316514,-0.28532398200817455,0.4014457358691974,0.43195478024409384,0.28532398200817455,0.4014457358691974
ENSMUSG00000004896,Rrnad1,0.0950867994979599,0.4802107643548026,0.36080146870957697,0.06627877580464932,-0.4802107643548026,0.36080146870957697
ENSMUSG00000048039,Isg20l2,0.0452972548789494,-0.6765147393326512,0.20112570230917748,0.07084972586014238,0.6765147393326512,0.20112570230917748
ENSMUSG00000004885,Crabp2,0.005241004696737947,-1.507716403344622,0.17279262755589606,0.01371285016647917,1.507716403344622,0.17279262755589606
ENSMUSG00000004891,Nes,0.036687032877165626,-0.6217516465906519,0.32400653530632173,0.05485140066591668,0.6217516465906519,0.32400653530632173
ENSMUSG00000004892,Bcan,0.9467500627178763,-0.4444374646164144,0.12058069948073398,1.289007915649042,0.4444374646164144,0.12058069948073398
ENSMUSG00000004894,Hapln2,0.10631752384811263,-2.3593245634519513,3.272794784595119e-20,0.5462285316314203,2.3593245634519513,3.272794784595119e-20
ENSMUSG00000028069,Gpatch4,0.06888177601427016,-0.12026473573767804,0.9645266771323927,0.07313520088788891,0.12026473573767804,0.9645266771323927
ENSMUSG00000028070,Naxe,0.43724953469928013,-0.2299740535809175,0.5173129010786213,0.5119464062152224,0.2299740535809175,0.5173129010786213
ENSMUSG00000028068,Iqgap3,0.002994859826707398,-1.437327075453224,0.4125782865720377,0.006856425083239585,1.437327075453224,0.4125782865720377
ENSMUSG00000001419,Mef2d,0.8733759969635451,1.1056033378454135,0.00012235306738174034,0.4045290799111355,-1.1056033378454135,0.00012235306738174034
ENSMUSG00000096935,1700113A16Rik,0.01497429913353699,-1.3371629135277923,0.04277656370083385,0.036567600443944456,1.3371629135277923,0.04277656370083385
ENSMUSG00000097280,AI849053,0.0022461448700305487,0.20010284516206767,1.0,0.0,-0.20010284516206767,1.0
ENSMUSG00000097428,AW047730,0.20140432334607253,-0.19132209689482593,0.6876587340912943,0.22854750277465283,0.19132209689482593,0.6876587340912943
ENSMUSG00000097156,Gm3764,0.3137115668476,0.09404766812103227,0.9937470912589031,0.29254080355155565,-0.09404766812103227,0.9937470912589031
ENSMUSG00000010538,Tsacc,0.013851226698521717,-1.2662151590604704,0.0762143041896941,0.0319966503884514,1.2662151590604704,0.0762143041896941
ENSMUSG00000001416,Cct3,0.8475453309581937,-0.028010780133031155,1.0,0.8639095604881877,0.028010780133031155,1.0
ENSMUSG00000001418,Glmp,0.3563883193781804,-0.6592869045702725,0.01265243250898533,0.562226856825646,0.6592869045702725,0.01265243250898533
ENSMUSG00000001420,Tmem79,0.001497429913353699,-0.2853239820081743,1.0,0.0,0.2853239820081743,1.0
ENSMUSG00000001415,Smg5,0.2815168237104954,0.23500846011026866,0.6485032739305805,0.23768940288563895,-0.23500846011026866,0.6485032739305805
ENSMUSG00000041423,Paqr6,0.05128697453236419,-1.1425838098920922,0.01706859971104472,0.11198827635957989,1.1425838098920922,0.01706859971104472
ENSMUSG00000074489,Bglap3,0.002994859826707398,-0.4373270754532239,1.0,0.0022854750277465285,0.4373270754532239,1.0
ENSMUSG00000074486,Bglap2,0.00037435747833842477,-1.6072520768955378,1.0,0.0,1.6072520768955378,1.0
ENSMUSG00000074483,Bglap,0.00037435747833842477,-1.6072520768955378,1.0,0.0,1.6072520768955378,1.0
ENSMUSG00000028066,Pmf1,0.032194743137104534,0.02833649689558726,1.0,0.029711175360704868,-0.02833649689558726,1.0
ENSMUSG00000050144,Slc25a44,0.3204500014576916,0.5813104655393257,0.1087242667097482,0.21254917758042713,-0.5813104655393257,0.1087242667097482
ENSMUSG00000028064,Sema4a,0.22124526969800903,1.1103481924037384,0.0022592028568857144,0.10056090122084725,-1.1103481924037384,0.0022592028568857144
ENSMUSG00000028063,Lmna,0.35264474459479617,0.28517719700739397,0.5323101692828486,0.2879698534960626,-0.28517719700739397,0.5323101692828486
ENSMUSG00000103115,Gm37584,0.005615362175076371,0.39274792310446305,0.9404511042773366,0.0022854750277465285,-0.39274792310446305,0.9404511042773366
ENSMUSG00000074480,Mex3a,0.005241004696737947,-0.7003614812870183,0.9470022297777781,0.006856425083239585,0.7003614812870183,0.9470022297777781
ENSMUSG00000008601,Rab25,0.0011230724350152744,-0.6072520768955378,1.0,0.0,0.6072520768955378,1.0
ENSMUSG00000028062,Lamtor2,0.5611618600292988,-0.21132340056439758,0.5387611754922899,0.6490749078800141,0.21132340056439758,0.5387611754922899
ENSMUSG00000008604,Ubqln4,0.45110076139780186,0.6400774282323822,0.05491280894388015,0.2879698534960626,-0.6400774282323822,0.05491280894388015
ENSMUSG00000041355,Ssr2,0.4413674669610028,0.14610795552133804,0.8392667624499763,0.39767265482789593,-0.14610795552133804,0.8392667624499763
ENSMUSG00000028059,Arhgef2,0.39382406721202284,0.2934862917313865,0.49955878946536747,0.319966503884514,-0.2934862917313865,0.49955878946536747
ENSMUSG00000028060,Khdc4,0.19279410134428876,0.49708458291919877,0.24701270761707467,0.13484302663704517,-0.49708458291919877,0.24701270761707467
ENSMUSG00000028057,Rit1,0.21488119256625582,0.23823797404883829,0.6696960545617349,0.18055252719197573,-0.23823797404883829,0.6696960545617349
ENSMUSG00000068923,Syt11,3.3415148516487796,0.14493098935882998,0.7687036303498391,3.0259689367364033,-0.14493098935882998,0.7687036303493038
ENSMUSG00000098912,1500004A13Rik,0.3878343475586081,0.4336681784177725,0.2562208405095958,0.28568437846831607,-0.4336681784177725,0.2562208405095958
ENSMUSG00000054199,Gon4l,0.21862476734964006,0.21000130622830548,0.7145857821075031,0.1874089522752153,-0.21000130622830548,0.7145857821075031
ENSMUSG00000068922,Msto1,0.08572786253949928,-0.0836901208385239,0.9932697968426923,0.08913352608211461,0.0836901208385239,0.9932697968426923
ENSMUSG00000068921,Dap3,0.5604131450726219,0.3342395178136035,0.4045877141487426,0.4433821553828265,-0.3342395178136035,0.4045877141487426
ENSMUSG00000028053,Ash1l,0.44323925435269496,0.21110184411132416,0.6748916003170718,0.3816743296336702,-0.21110184411132416,0.6748916003170718
ENSMUSG00000041263,Rusc1,0.813478800429397,1.1569560532444099,6.183991807281497e-05,0.363390529411698,-1.1569560532444099,6.183991807281497e-05
ENSMUSG00000059743,Fdps,0.6158180518667088,0.3427869233002505,0.36569671252138575,0.48452070588226404,-0.3427869233002505,0.36569671252138575
ENSMUSG00000028051,Hcn3,0.05577926427242529,0.29963851871298175,0.703262505168909,0.04342402552718404,-0.29963851871298175,0.703262505168909
ENSMUSG00000068917,Clk2,0.15498399603210786,0.3083557358140907,0.5611979511963797,0.12341565149831253,-0.3083557358140907,0.5611979511963797
ENSMUSG00000028049,Scamp3,0.3503985997247656,-0.23519272631955546,0.5138885089769202,0.4113855049943751,0.23519272631955546,0.5138885089769202
ENSMUSG00000032657,Fam189b,0.26055280492354366,0.6880156494682041,0.05875478354438053,0.159983251942257,-0.6880156494682041,0.05875478354438053
ENSMUSG00000028048,Gba,0.16808650777395273,-0.42282750575810946,0.23800611725913834,0.22397655271915978,0.42282750575810946,0.23800611725913834
ENSMUSG00000064068,Mtx1,0.17969158960244389,0.15289388736982312,0.8596548108975941,0.159983251942257,-0.15289388736982312,0.8596548108975941
ENSMUSG00000028047,Thbs3,0.036687032877165626,-0.6217516465906519,0.32400653530632173,0.05485140066591668,0.6217516465906519,0.32400653530632173
ENSMUSG00000042784,Muc1,0.0022461448700305487,-1.3848596555590884,0.5611979511963797,0.004570950055493057,1.3848596555590884,0.5611979511963797
ENSMUSG00000042766,Trim46,0.31183977945590785,0.9881270397709574,0.003327401368284414,0.15541230188676391,-0.9881270397709574,0.003327401368284414
ENSMUSG00000042747,Krtcap2,0.6704742437041188,-0.019065675300094398,1.0,0.6787860832407189,0.019065675300094398,1.0
ENSMUSG00000042737,Dpm3,0.41815730330402046,-0.625205846884229,0.022021213847605133,0.644503957824521,0.625205846884229,0.022021213847605133
ENSMUSG00000027953,Slc50a1,0.21712733743628637,-0.35559506105389427,0.32302988168845553,0.2765424783573299,0.35559506105389427,0.32302988168845553
ENSMUSG00000027954,Efna1,0.038184462790519326,-0.7281064717699222,0.3075791703320311,0.061707825749156266,0.7281064717699222,0.3075791703320311
ENSMUSG00000028039,Efna3,0.29199883310397134,1.67999856635908,1.2324856796828302e-06,0.08913352608211461,-1.67999856635908,1.2324856796828302e-06
ENSMUSG00000028040,Efna4,0.0026205023483689737,-1.6072520768955378,0.41166613707709704,0.006856425083239585,1.6072520768955378,0.41166613707709704
ENSMUSG00000028041,Adam15,0.3638754689449489,0.22101183492504806,0.6659231483037212,0.31082460377352783,-0.22101183492504806,0.6659231483037212
ENSMUSG00000042672,Dcst1,0.00037435747833842477,-1.6072520768955378,1.0,0.0,1.6072520768955378,1.0
ENSMUSG00000109293,Dcst2,0.0011230724350152744,-0.6072520768955378,1.0,0.0,0.6072520768955378,1.0
ENSMUSG00000028042,Zbtb7b,0.06139462644750166,-0.7644918187067336,0.07977847966848145,0.10284637624859377,0.7644918187067336,0.07977847966848145
ENSMUSG00000074466,Gm15417,0.07075356340596228,-1.0597642815930435,0.0019059464358266282,0.14627040177577783,1.0597642815930435,0.0019059464358266282
ENSMUSG00000078173,Lenep,0.00037435747833842477,-2.607252076895538,0.4935541395127365,0.0022854750277465285,2.607252076895538,0.4935541395127365
ENSMUSG00000042642,Flad1,0.07449713818934653,-0.007790006479265976,1.0,0.07313520088788891,0.007790006479265976,1.0
ENSMUSG00000028044,Cks1b,0.022461448700305486,-0.6765147393326512,0.36697376818587046,0.03428212541619793,0.6765147393326512,0.36697376818587046
ENSMUSG00000042626,Shc1,0.049789544619010494,-0.8987148910558482,0.03388135036125781,0.09141900110986113,0.8987148910558482,0.03388135036125781
ENSMUSG00000047824,Pygo2,0.23359906648317708,0.49063574377389507,0.23615982329580845,0.16455420199775003,-0.49063574377389507,0.23615982329580845
ENSMUSG00000042613,Pbxip1,0.15797885585881527,-1.497448067890795,1.3968933504458182e-09,0.445667630410573,1.497448067890795,1.3968933504458182e-09
ENSMUSG00000027952,Pmvk,0.4473571866144176,0.15731797866527097,0.8319547413016828,0.39995812985564244,-0.15731797866527097,0.8319547413016828
ENSMUSG00000000794,Kcnn3,0.06588691618756276,0.3367915171304481,0.6506403932867162,0.050280450610423626,-0.3367915171304481,0.6506403932867162
ENSMUSG00000027951,Adar,0.816099302777766,0.8253104949934191,0.005405518138493515,0.4593804805770522,-0.8253104949934191,0.005405518138493515
ENSMUSG00000027950,Chrnb2,0.17033265264398328,1.096354920324238,0.004916876152555055,0.07770615094338196,-1.096354920324238,0.004916876152555055
ENSMUSG00000042579,4632404H12Rik,0.05128697453236419,0.5943817842741135,0.3541287534109798,0.0319966503884514,-0.5943817842741135,0.3541287534109798
ENSMUSG00000042572,Ube2q1,0.5911104582963728,0.3460314241974328,0.36156334767674586,0.46395143063254524,-0.3460314241974328,0.36156334767674586
ENSMUSG00000046280,She,0.011230724350152743,0.34694423349133796,0.8763082907529924,0.006856425083239585,-0.34694423349133796,0.8763082907529924
ENSMUSG00000027947,Il6ra,0.019840946351936513,-1.375926530789081,0.010440095351430161,0.050280450610423626,1.375926530789081,0.010440095351430161
ENSMUSG00000060671,Atp8b2,0.21712733743628637,0.767787354451388,0.041598487021312566,0.12570112652605905,-0.767787354451388,0.041598487021312566
ENSMUSG00000027944,Hax1,0.4001881443437761,0.11629300150834765,0.9178905629436774,0.36796147946719104,-0.11629300150834765,0.9178905629436774
ENSMUSG00000042520,Ubap2l,0.3687421161633484,0.4802107643548026,0.19493637311168602,0.26282962819085076,-0.4802107643548026,0.19493637311168602
ENSMUSG00000027942,4933434E20Rik,0.3923266372986692,-0.23778903150344544,0.4935541395127365,0.46166595560479873,0.23778903150344544,0.4935541395127365
ENSMUSG00000118506,1700094D03Rik,0.06888177601427016,-1.908760630543966,5.938513019946606e-12,0.2582586781353577,1.908760630543966,5.938513019946606e-12
ENSMUSG00000027940,Tpm3,0.7854019895540152,0.4566908204458456,0.1802751435529958,0.5713687569366321,-0.4566908204458456,0.1802751435529958
ENSMUSG00000090733,Rps27,3.851389737145714,-0.5422929451230416,0.026475407835825155,5.617697618200967,0.5422929451230416,0.026475407835825554
ENSMUSG00000027935,Rab13,0.030322955745412408,-0.7732620283344653,0.23597849508993282,0.050280450610423626,0.7732620283344653,0.23597849508993282
ENSMUSG00000027937,Jtb,0.28750654336391024,-0.2965366942079479,0.3919903668780299,0.3519631542729654,0.2965366942079479,0.3919903668780299
ENSMUSG00000027938,Creb3l4,0.0011230724350152744,-2.192214577616694,0.33890173904955556,0.004570950055493057,2.192214577616694,0.33890173904955556
ENSMUSG00000052310,Slc39a1,0.15198913620540047,-0.3477580287669917,0.39215673332978424,0.19197990233070839,0.3477580287669917,0.39215673332978424
ENSMUSG00000027936,Crtc2,0.0756202106243618,-0.11184116115267306,0.9768002743676301,0.0799916259711285,0.11184116115267306,0.9768002743676301
ENSMUSG00000042404,Dennd4b,0.18493259429918185,0.4132953005085489,0.3538651283439013,0.1371285016647917,-0.4132953005085489,0.3538651283439013
ENSMUSG00000042390,Gatad2b,0.22161962717634748,0.47535320070550036,0.260814607921526,0.15769777691451045,-0.47535320070550036,0.260814607921526
ENSMUSG00000027932,Slc27a3,0.027702453397043435,1.0366041128791874,0.20788360802018901,0.011427375138732642,-1.0366041128791874,0.20788360802018901
ENSMUSG00000027933,Ints3,0.34253709267965865,0.2546717877014908,0.6051960244271862,0.28568437846831607,-0.2546717877014908,0.6051960244271862
ENSMUSG00000027931,Npr1,0.023210163656982336,-0.6299721533956202,0.4531739152623946,0.03428212541619793,0.6299721533956202,0.4531739152623946
ENSMUSG00000001016,Ilf2,0.52522354210881,0.481752929163208,0.1708848089994476,0.3748179045504306,-0.481752929163208,0.1708848089994476
ENSMUSG00000001018,Snapin,0.22686063187308542,-0.6378237759140923,0.02998540469528895,0.3519631542729654,0.6378237759140923,0.02998540469528895
ENSMUSG00000001017,Chtop,0.9070681700140032,0.3230389512930587,0.3880360742717541,0.7244955837956495,-0.3230389512930587,0.3880360742717541
ENSMUSG00000044080,S100a1,0.8475453309581937,-1.2235079744064186,9.095689986343446e-09,1.98150684905624,1.2235079744064186,9.095689986343446e-09
ENSMUSG00000042312,S100a13,0.3717369759900558,-1.3190350195994975,6.56115004582274e-09,0.9279028612650905,1.3190350195994975,6.56115004582274e-09
ENSMUSG00000042306,S100a14,0.00037435747833842477,-1.6072520768955378,1.0,0.0,1.6072520768955378,1.0
ENSMUSG00000074457,S100a16,0.49377751392838226,-1.452818157195725,1.9831982716796464e-10,1.3530012164259448,1.452818157195725,1.9831982716796464e-10
ENSMUSG00000094018,S100a2,0.0,-3.607252076895538,0.3258860796834857,0.0022854750277465285,3.607252076895538,0.3258860796834857
ENSMUSG00000001021,S100a3,0.0037435747833842476,0.8521795417417604,0.634163155402049,0.0,-0.8521795417417604,0.634163155402049
ENSMUSG00000001020,S100a4,0.017594801481905963,-2.2317429418033305,4.052808271595614e-06,0.08227710099887502,2.2317429418033305,4.052808271595614e-06
ENSMUSG00000001023,S100a5,0.0,-3.607252076895538,0.3258860796834857,0.0022854750277465285,3.607252076895538,0.3258860796834857
ENSMUSG00000001025,S100a6,0.26766559701197373,-1.7381461437464887,4.073292295394381e-12,0.8936207358488926,1.7381461437464887,4.073292295394381e-12
ENSMUSG00000063767,S100a7a,0.0007487149566768495,-2.02228957617438,0.6170464991550346,0.0022854750277465285,2.02228957617438,0.6170464991550346
ENSMUSG00000056054,S100a8,0.004866647218399522,1.2001028451620668,0.4829747768918973,0.0,-1.2001028451620668,0.4829747768918973
ENSMUSG00000056071,S100a9,0.007112792088430071,0.7146760179918257,0.6162321397617344,0.0022854750277465285,-0.7146760179918257,0.6162321397617344
ENSMUSG00000043165,Lor,0.056153621750763716,0.6311526624295416,0.31437024736773733,0.03428212541619793,-0.6311526624295416,0.31437024736773733
ENSMUSG00000042165,Gm9774,0.04642032731396467,0.11060469432296482,1.0,0.04113855049943751,-0.11060469432296482,1.0
ENSMUSG00000050359,Sprr1a,0.00037435747833842477,-1.6072520768955378,1.0,0.0,1.6072520768955378,1.0
ENSMUSG00000068889,Lce1e,0.00037435747833842477,-1.6072520768955378,1.0,0.0,1.6072520768955378,1.0
ENSMUSG00000027919,Lce1g,0.00037435747833842477,-1.6072520768955378,1.0,0.0,1.6072520768955378,1.0
ENSMUSG00000045475,Lce3c,0.00037435747833842477,-1.6072520768955378,1.0,0.0,1.6072520768955378,1.0
ENSMUSG00000027913,Crct1,0.0007487149566768495,-1.02228957617438,1.0,0.0,1.02228957617438,1.0
ENSMUSG00000102476,Gm37245,0.00037435747833842477,-1.6072520768955378,1.0,0.0,1.6072520768955378,1.0
ENSMUSG00000052415,Tchh,0.030322955745412408,1.428371832835185,0.08057728565480454,0.009141900110986114,-1.428371832835185,0.08057728565480454
ENSMUSG00000027907,S100a11,0.04492289740061097,-1.992169587798045,2.433984137700368e-07,0.17826705216422922,1.992169587798045,2.433984137700368e-07
ENSMUSG00000041959,S100a10,0.5035108083651814,0.33599950588245153,0.3958985063726289,0.39767265482789593,-0.33599950588245153,0.3958985063726289
ENSMUSG00000028145,Them4,0.16359421803389163,-0.0023900187366758807,1.0,0.16226872697000352,0.0023900187366758807,1.0
ENSMUSG00000091648,C2cd4d,0.0022461448700305487,-1.3848596555590884,0.5611979511963797,0.004570950055493057,1.3848596555590884,0.5611979511963797
ENSMUSG00000028150,Rorc,0.005615362175076371,-2.4146069989531407,0.013631766809586117,0.029711175360704868,2.4146069989531407,0.013631766809586117
ENSMUSG00000044505,Lingo4,0.0011230724350152744,-2.192214577616694,0.33890173904955556,0.004570950055493057,2.192214577616694,0.33890173904955556
ENSMUSG00000097515,1700040D17Rik,0.007112792088430071,-0.2853239820081743,1.0,0.006856425083239585,0.2853239820081743,1.0
ENSMUSG00000041912,Tdrkh,0.12952768750509497,-0.2128543436757293,0.7016327384620669,0.14855587680352433,0.2128543436757293,0.7016327384620669
ENSMUSG00000106032,Gm42463,0.00037435747833842477,-1.6072520768955378,1.0,0.0,1.6072520768955378,1.0
ENSMUSG00000028141,Oaz3,0.00037435747833842477,-1.6072520768955378,1.0,0.0,1.6072520768955378,1.0
ENSMUSG00000028140,Mrpl9,0.1950402462143193,0.09872582478698533,0.9749932354859315,0.18055252719197573,-0.09872582478698533,0.9749932354859315
ENSMUSG00000028139,Riiad1,0.04492289740061097,-1.416309294184141,0.00011303882159841376,0.11884470144281947,1.416309294184141,0.00011303882159841376
ENSMUSG00000028137,Celf3,0.21375812013124054,1.3046917464392673,0.0003666721974291804,0.08456257602662155,-1.3046917464392673,0.0003666721974291804
ENSMUSG00000028136,Snx27,0.46607506053133885,0.010500358943288823,1.0,0.46166595560479873,-0.010500358943288823,1.0
ENSMUSG00000005968,Tuft1,0.01796915896024439,-0.9925422327803286,0.18375115422336313,0.03428212541619793,0.9925422327803286,0.18375115422336313
ENSMUSG00000068876,Cgn,0.013102511741844867,-1.524789916703564,0.016996109001276495,0.036567600443944456,1.524789916703564,0.016996109001276495
ENSMUSG00000038902,Pogz,0.21787605239296323,0.41017499486264697,0.35553439949489457,0.16226872697000352,-0.41017499486264697,0.35553439949489457
ENSMUSG00000005779,Psmb4,1.766967297757365,0.23787513038612673,0.5675757144633501,1.4992716182017225,-0.23787513038612673,0.5675757144633501
ENSMUSG00000068874,Selenbp1,0.06176898392584009,-1.5541407404359746,1.1990252406485288e-06,0.18055252719197573,1.5541407404359746,1.1990252406485288e-06
ENSMUSG00000005774,Rfx5,0.0726253507976544,0.35622204707934957,0.5958832408730348,0.05485140066591668,-0.35622204707934957,0.5958832408730348
ENSMUSG00000087660,B230398E01Rik,0.001497429913353699,-0.2853239820081743,1.0,0.0,0.2853239820081743,1.0
ENSMUSG00000038861,Pi4kb,0.05652797922910214,0.5532125952977092,0.39564479723816626,0.036567600443944456,-0.5532125952977092,0.39564479723816626
ENSMUSG00000084846,A730011C13Rik,0.004866647218399522,-0.7998971548379332,0.7395155318925134,0.006856425083239585,0.7998971548379332,0.7395155318925134
ENSMUSG00000086288,Gm15265,0.00037435747833842477,-3.192214577616694,0.16908598027462773,0.004570950055493057,3.192214577616694,0.16908598027462773
ENSMUSG00000019338,Zfp687,0.07412278071100811,-0.4941894124089008,0.3258860796834857,0.10284637624859377,0.4941894124089008,0.3258860796834857
ENSMUSG00000085956,4930481B07Rik,0.001497429913353699,-2.2853239820081743,0.3258860796834857,0.006856425083239585,2.2853239820081743,0.3258860796834857
ENSMUSG00000005625,Psmd4,0.7049151317112539,0.19551557566641553,0.6963441712559977,0.6147927824638161,-0.19551557566641553,0.6963441712559977
ENSMUSG00000028126,Pip5k1a,0.2897526882339408,0.6870196750889603,0.05597003908306958,0.17826705216422922,-0.6870196750889603,0.05597003908306958
ENSMUSG00000008958,Vps72,0.1452507015953088,-0.09108857315968422,0.9404511042773366,0.1531268268590174,0.09108857315968422,0.9404511042773366
ENSMUSG00000005628,Tmod4,0.0018717873916921238,-1.02228957617438,0.8392667624499763,0.0022854750277465285,1.02228957617438,0.8392667624499763
ENSMUSG00000092607,Scnm1,0.1920453863876119,-0.6128547831249129,0.047686490603571385,0.29254080355155565,0.6128547831249129,0.047686490603571385
ENSMUSG00000053769,Lysmd1,0.10781495376146634,0.5676736056051417,0.2607236630043798,0.07084972586014238,-0.5676736056051417,0.2607236630043798
ENSMUSG00000013707,Tnfaip8l2,0.01647172904689069,-1.2028618218162013,0.05875478354438053,0.036567600443944456,1.2028618218162013,0.05875478354438053
ENSMUSG00000038777,Sema6c,0.05166133201070262,0.604798400219452,0.3550566635210293,0.0319966503884514,-0.604798400219452,0.3550566635210293
ENSMUSG00000038766,Gabpb2,0.04454853992227255,-0.15979309992431556,0.9654476513836597,0.047994975582677096,0.15979309992431556,0.9654476513836597
ENSMUSG00000097167,Gm16740,0.0026205023483689737,-2.77717707833785,0.003881293603713719,0.018283800221972228,2.77717707833785,0.003881293603713719
ENSMUSG00000053192,Mllt11,1.8504490154268336,1.229582723372113,6.006952063515905e-06,0.7884888845725523,-1.229582723372113,6.006952063515905e-06
ENSMUSG00000046722,Cdc42se1,0.26654252457695843,-0.2380182672298179,0.5727425350261612,0.3131100788012744,0.2380182672298179,0.5727425350261612
ENSMUSG00000068860,Gm128,0.0007487149566768495,-2.02228957617438,0.6076173330116882,0.0022854750277465285,2.02228957617438,0.6076173330116882
ENSMUSG00000028115,Bnipl,0.00037435747833842477,-2.607252076895538,0.4935541395127365,0.0022854750277465285,2.607252076895538,0.4935541395127365
ENSMUSG00000015711,Prune1,0.15049170629204675,0.7619817327701828,0.07259253002536295,0.08684805105436808,-0.7619817327701828,0.07259253002536295
ENSMUSG00000038712,Mindy1,0.11118417106651216,-1.0319397462081001,0.0014097584086210364,0.22626202774690632,1.0319397462081001,0.0014097584086210364
ENSMUSG00000015702,Anxa9,0.0018717873916921238,-2.02228957617438,0.247785744952982,0.006856425083239585,2.02228957617438,0.247785744952982
ENSMUSG00000093424,6330562C20Rik,0.004866647218399522,-0.7998971548379332,0.7395155318925134,0.006856425083239585,0.7998971548379332,0.7395155318925134
ENSMUSG00000015714,Cers2,0.2702860993603427,-2.0371782020267615,1.657704407645721e-06,1.1107408634848128,2.0371782020267615,1.657704407645721e-06
ENSMUSG00000015697,Setdb1,0.12278925289500332,-0.26767611618875,0.5682054849068162,0.14627040177577783,0.26767611618875,0.5682054849068162
ENSMUSG00000015522,Arnt,0.1328969048101408,0.06112643201325696,1.0,0.12570112652605905,-0.06112643201325696,1.0
ENSMUSG00000028111,Ctsk,0.026953738440366585,-1.117867236156612,0.03547176208296146,0.05713687569366321,1.117867236156612,0.03547176208296146
ENSMUSG00000038642,Ctss,1.084887972224755,-1.035170867471113,9.279567363830849e-06,2.2260526770251188,1.035170867471113,9.279567363830849e-06
ENSMUSG00000046519,Golph3l,0.0875996499311914,-0.3156976310516937,0.565238809201609,0.10741732630408683,0.3156976310516937,0.565238809201609
