Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSMUSG00000061531,Tmem236,0.001429452343434434,0.9457149092083039,0.7698899054141063,0.0,0.7543668692481873,1.0,0.0,0.033840333791788524,1.0
ENSMUSG00000026712,Mrc1,0.010482650518519182,-0.33807805679228764,0.8080780038839519,0.014980586913040519,0.6548311956972732,0.714510318770206,0.011483596218789416,0.17585933866421577,1.0
ENSMUSG00000036949,Slc39a12,0.19392903459260488,-1.1233267352213483,6.956509647805843e-09,0.5093399550433776,1.1323507737710843,1.090505881617448e-05,0.36583456525572,0.5838074131567397,0.0381384861237477
ENSMUSG00000057914,Cacnb2,0.15152194840405,-0.3143013050625765,0.2716318176259273,0.09487705044925661,-0.8398141615023471,0.04206102646053079,0.24935808932228448,0.8114479124553395,0.0030042387224102863
ENSMUSG00000026707,Nsun6,0.031924435670035695,0.07898144007176722,0.9922835343088303,0.027464409340574283,-0.10361412587938457,1.0,0.03116976116528556,0.05198768050204716,1.0
ENSMUSG00000017418,Arl5b,0.1472335913737467,0.6982773584255275,0.011733708904934529,0.07240617007969584,-0.8779013462513254,0.05024178425080887,0.10171185222356341,-0.39402120584463995,0.48650800880227274
ENSMUSG00000026748,Plxdc2,0.1782050588148261,-1.061959018677118,1.2209488645264445e-07,0.44692084290570877,1.0863486287994728,4.7473610641652265e-05,0.323181207871645,0.5494547878222087,0.06572974932465467
ENSMUSG00000085193,Gm13322,0.0,-2.054285090791696,0.5494880290454103,0.002496764485506753,3.7543668692481864,0.3073924483645619,0.0,1.0338403337917885,1.0
ENSMUSG00000053702,Nebl,0.20202926453873335,0.10717833190241954,0.8320255048347355,0.22470880369560778,0.2287385079094335,0.6269167866788483,0.16241086080859318,-0.3307320985040687,0.5538893715868847
ENSMUSG00000054057,A930004D18Rik,0.016200459892256918,0.07499792615326939,1.0,0.012483822427533766,-0.1525237263603314,1.0,0.016405137455413454,0.1713438575417232,1.0
ENSMUSG00000054074,Skida1,0.03859521327272972,0.3963763182178681,0.4742824347726872,0.019974115884054025,-0.7622086564927191,0.3073924483645619,0.03445078865636825,0.0014188560994101707,1.0
ENSMUSG00000026743,Mllt10,0.10292056872727925,0.24783452301548525,0.5494880290454103,0.11984469530432415,0.36907671336339565,0.4696122524442146,0.06398003607611247,-0.6940801207714116,0.12356422110910198
ENSMUSG00000026740,Dnajc1,0.0714726171717217,0.32613865340581016,0.4549905538798725,0.08239322802172284,0.39061859866619786,0.5027180406798085,0.03937232989299229,-0.8458654324905011,0.09580592914754583
ENSMUSG00000051154,Commd3,0.4660014639596255,0.16663444114587556,0.586316737872288,0.434437020478175,-0.05180986161213541,1.0,0.40192586765762955,-0.19482195852074446,0.7667020984061639
ENSMUSG00000026739,Bmi1,0.24824822364311339,0.14073089161344576,0.7191900730958931,0.22720556818111454,-0.08401494843004098,1.0,0.22310986939362296,-0.1278708469384675,0.9477171150243902
ENSMUSG00000037708,Spag6,0.031924435670035695,1.86325274901633,0.0006358660613181118,0.004993528971013506,-1.8701239956596067,0.042966538878749426,0.009843082473248072,-1.288087761095575,0.1000768851831427
ENSMUSG00000092353,Gm20539,0.0009529682289562894,-0.46932259007054,1.0,0.002496764485506753,2.1694043685270303,0.5856783174138693,0.0,0.033840333791788524,1.0
ENSMUSG00000097638,Carlr,0.008576714060606604,0.6086799219307322,0.6200112217325853,0.002496764485506753,-0.7691950868088258,0.6183242071687263,0.006562054982165381,0.033840333791788524,1.0
ENSMUSG00000026737,Pip4k2a,0.49649644728622677,-0.8041946807166644,1.3419471979198613e-05,1.2783434165794576,1.2987752716187089,1.8534152515512773e-08,0.5971470033770496,-0.057105877458797694,1.0
ENSMUSG00000026736,4930426L09Rik,0.0019059364579125787,0.26764300409566566,1.0,0.0,0.16940436852703122,1.0,0.0016405137455413451,0.711912238904425,1.0
ENSMUSG00000037683,Armc3,0.0019059364579125787,-1.539711917961939,0.24270233384151899,0.012483822427533766,2.7543668692481864,0.02846549275325538,0.0016405137455413451,-0.2880877610955741,0.9974897496971618
ENSMUSG00000023094,Msrb2,0.19202309813469232,0.32780198668586014,0.2996709457693626,0.15729616258692544,-0.1969178457187848,0.8203579943478384,0.1492867508442624,-0.3098764498608615,0.6033631319367914
ENSMUSG00000109733,Gm33940,0.0004764841144781447,-0.05428509079169608,1.0,0.0,1.7543668692481873,1.0,0.0,1.0338403337917885,1.0
ENSMUSG00000026735,Ptf1a,0.0,-2.054285090791696,0.5494880290454103,0.002496764485506753,3.7543668692481864,0.3073924483645619,0.0,1.0338403337917885,1.0
ENSMUSG00000056329,1810010K12Rik,0.0019059364579125787,0.26764300409566566,1.0,0.0,0.16940436852703122,1.0,0.0016405137455413451,0.711912238904425,1.0
ENSMUSG00000043415,Otud1,0.18582880464647641,0.5567397065156552,0.03844016486009738,0.10985763736229713,-0.6425232833203971,0.1378139247788468,0.13616264087993166,-0.3387138341655431,0.551615747366113
ENSMUSG00000036617,Etl4,0.50078480431653,1.065770661226011,1.8763353866432317e-07,0.1697799850144592,-1.3956747078635765,2.1047979637106167e-05,0.28380887797865273,-0.6524991873044506,0.02942010509681258
ENSMUSG00000036591,Arhgap21,0.5736868738316862,0.4628559172592309,0.03648785166583341,0.4519143718767223,-0.2336935174402872,0.6445959320152663,0.3920827851843815,-0.49598061273690763,0.12451374247481724
ENSMUSG00000075514,Gm13375,0.003335388801347013,-1.054285090791697,0.3771108100736196,0.012483822427533766,2.0174012750819807,0.10192277638091625,0.0032810274910826903,-0.08163688362814803,1.0
ENSMUSG00000026679,Enkur,0.02144178515151651,-0.7786506481782691,0.10490301436129049,0.0749029345652026,1.980642725071863,1.5047160355895758e-05,0.011483596218789416,-1.2140871796517976,0.12599674810531045
ENSMUSG00000048550,Thnsl1,0.09529682289562894,0.31136438152498336,0.437400846995023,0.06241911213766883,-0.5281869873050304,0.36113269130907494,0.08530671476814995,-0.058418174060201,1.0
ENSMUSG00000045967,Gpr158,0.7285442110370832,0.746953717252959,0.00017205866668422868,0.26216027097820904,-1.381124635130251,7.8346511443339e-06,0.5462910772652679,-0.25753029411960504,0.5944012864577535
ENSMUSG00000026787,Gad2,0.8567184378317041,-0.18088483385490778,0.5152936940312324,0.8139452222752015,-0.15340583891663506,0.8504450498692936,1.074536503329581,0.3381452124974449,0.30167208729006423
ENSMUSG00000026786,Apbb1ip,0.03049498332660126,-1.161200294708209,0.0017554723708469177,0.09737381493476337,1.506439355804602,0.0006550109164807717,0.04921541236624036,0.2875969260375708,0.8469525481773654
ENSMUSG00000026784,Pdss1,0.05908403019528994,0.07860917970564874,0.9531315938132855,0.047438525224628304,-0.2635550387490744,0.766008029967318,0.06069900858502977,0.1118428457930607,1.0
ENSMUSG00000058835,Abi1,0.8104994787273241,0.7245339205073905,0.00023788656300379382,0.46439819430425605,-0.6724360371695277,0.03880229309622841,0.5069187473722757,-0.572678310295816,0.04860765737802034
ENSMUSG00000026781,Acbd5,0.3001849921212311,-0.11034090042723155,0.7638879478268518,0.3520437924564522,0.22992172060718574,0.5569866191136602,0.3051355566706902,-0.011722243588656145,1.0
ENSMUSG00000026779,Mastl,0.001429452343434434,-0.05428509079169608,1.0,0.002496764485506753,1.7543668692481864,0.6736987901912082,0.0,-0.288087761095575,1.0
ENSMUSG00000026775,Yme1l1,0.4178765683973329,0.11276724143630901,0.7645073866203346,0.3720179083405062,-0.1448087612323259,0.8657740752695712,0.3953638126754642,-0.05151689525181302,1.0
ENSMUSG00000026774,4931423N10Rik,0.0038118729158251575,2.115639910650616,0.18328526426028768,0.0,-0.41555813219412485,0.8510432506351574,0.0,-1.1360846676505236,0.7596667191689818
ENSMUSG00000069132,Nxph2,0.008100229946128459,0.7937118157632526,0.5041947462367214,0.007490293456520259,0.5064393558046021,0.9688764526956649,0.0016405137455413451,-1.3584770889869722,0.41963926465182483
ENSMUSG00000026771,Spopl,0.09767924346801966,0.0776265847138844,0.9425583613031208,0.0898835214782431,-0.07509875441516556,1.0,0.09350928349585667,-0.027041908355235122,1.0
ENSMUSG00000026986,Hnmt,0.13960984554209638,0.3252082916294796,0.3410120509773352,0.10486410839128363,-0.32716301624841115,0.5856783174138693,0.11483596218789417,-0.20872996948229083,0.8292585650934942
ENSMUSG00000026981,Il1rn,0.0,-2.639247591512854,0.32358244832027216,0.004993528971013506,4.3393293699693425,0.11782783099934295,0.0,0.44887783307063245,1.0
ENSMUSG00000026979,Psd4,0.006670777602694026,0.5306774099294591,0.7016865167050167,0.007490293456520259,0.7543668692481873,0.7545282717425946,0.0016405137455413451,-1.1360846676505245,0.6109749983294609
ENSMUSG00000004113,Cacna1b,0.38690510095625347,0.7862779639924158,0.00027656451183672077,0.10985763736229713,-1.712332749853149,7.529358911015727e-07,0.2985735016885248,-0.1936112220366697,0.7866437460845317
ENSMUSG00000036893,Ehmt1,0.1324625838249242,0.17501845772954683,0.6799515056155779,0.11984469530432415,-0.07800651284625681,1.0,0.11483596218789417,-0.1695593722016131,0.9140571484300292
ENSMUSG00000026972,Arrdc1,0.03668927681481714,0.23111712807055174,0.7572218761405265,0.022470880369560776,-0.5675612256391744,0.47816022995326896,0.036091302401909595,0.11445879400007275,1.0
ENSMUSG00000026974,Zmynd19,0.15438085309091887,-0.013769931052983075,1.0,0.09487705044925661,-0.7546467782396697,0.0831173713948521,0.19522113571942007,0.4369051914045552,0.2701758298732622
ENSMUSG00000026975,Dph7,0.08290823591919717,-0.17292958729031582,0.7190893343403573,0.10985763736229713,0.4324387743608251,0.38780679188687256,0.08202568727706726,-0.06852138383789086,1.0
ENSMUSG00000036850,Mrpl41,0.5979875636700716,-0.14768162724520473,0.5820524786670997,0.4743852522462831,-0.428924250181687,0.25586917817571203,0.7858060841143044,0.4428790924491881,0.10518107723627967
ENSMUSG00000036833,Pnpla7,0.04955434790572705,-0.9250020738467306,0.0023046447870535163,0.11485116633331063,1.0421691802309239,0.008521013333384043,0.08038517353152591,0.43929178424143345,0.4838332621351376
ENSMUSG00000006476,Nsmf,1.795392143353649,-0.9350389585929636,2.3329034118736815e-08,1.535510158586653,-0.6721157329501175,0.03241734746557106,4.6820262297749995,1.415083281081466,8.30866146605898e-15
ENSMUSG00000087028,Gm13387,0.0004764841144781447,-0.05428509079169608,1.0,0.0,1.7543668692481873,1.0,0.0,1.0338403337917885,1.0
ENSMUSG00000078202,Nrarp,0.05813106196633365,-0.1561647048109105,0.7712804944950166,0.07739969905070934,0.45974612035656026,0.42039330817770515,0.05577746734840574,-0.10366318995814705,1.0
ENSMUSG00000103217,Gm38287,0.001429452343434434,0.9457149092083039,0.7698899054141063,0.0,0.7543668692481873,1.0,0.0,0.033840333791788524,1.0
ENSMUSG00000059555,Tor4a,0.002858904686868868,-2.153820764342612,0.007959171886694753,0.022470880369560776,2.491332463414394,0.00437987521286786,0.008202568727706727,0.6188028345129437,0.9296880062596377
ENSMUSG00000013465,Nelfb,0.3001849921212311,-0.22446411020119217,0.4879498185669868,0.26715379994922256,-0.2688227581237024,0.6736987901912082,0.4052068951487123,0.4605596381182666,0.20732876699702618
ENSMUSG00000036770,Stpg3,0.0004764841144781447,-0.05428509079169608,1.0,0.0,1.7543668692481873,1.0,0.0,1.0338403337917885,1.0
ENSMUSG00000026969,Fam166a,0.0023824205723907235,0.53067740992946,0.8616080591339911,0.0,-0.05298805280941643,1.0,0.0016405137455413451,0.44887783307063245,1.0
ENSMUSG00000036752,Tubb4b,2.5811144481281096,-0.10812129166221762,0.7101585884776004,2.4093777285140168,-0.1563022392069544,0.7576305138573326,3.028388374269323,0.24478955231844046,0.5132708801967566
ENSMUSG00000006469,Slc34a3,0.0009529682289562894,-2.054285090791697,0.2419556780388351,0.009987057942027013,3.076294964135549,0.11314515335962276,0.0016405137455413451,0.22648541173418302,0.9933202880651719
ENSMUSG00000036731,Cysrt1,0.001429452343434434,0.9457149092083039,0.7698899054141063,0.0,0.7543668692481873,1.0,0.0,0.033840333791788524,1.0
ENSMUSG00000044628,Rnf208,1.3117607671583322,0.3857637412707285,0.06754708711086153,0.6841134690288503,-0.9130092152565501,0.0020722112216878382,1.2139801717005956,0.0030205761118896612,1.0
ENSMUSG00000006471,Ndor1,0.08624362472054418,-0.054285090791696966,0.9887140959374496,0.09487705044925661,0.16940436852703122,0.8565783839395011,0.08530671476814995,-0.019598925169672654,1.0
ENSMUSG00000078201,Tmem203,0.05050731613468334,0.13259304393181282,0.8525515015242849,0.054928818681148565,0.2445058237677502,0.8510432506351574,0.03937232989299229,-0.333530731856742,0.7666971855870178
ENSMUSG00000048707,Tprn,0.11769157627610173,-1.3240904546029266,3.6169235665297436e-09,0.4793787812172966,1.8792183564332703,3.2088869860336046e-12,0.1738944570273826,-0.006052393331725359,1.0
ENSMUSG00000026966,Ssna1,0.5560569615959948,0.2018488131360865,0.4855631398219228,0.5118367195288843,-0.061964407635338614,1.0,0.4642653899882007,-0.23952845685063107,0.6544082185005459
ENSMUSG00000026965,Anapc2,0.3916699421010349,-0.30617440937264173,0.1957849886866608,0.4893658391593236,0.252297376875376,0.4739608902165412,0.48067052744361416,0.2405743424623381,0.5717766361907616
ENSMUSG00000026963,Tmem210,0.0,-2.054285090791696,0.5494880290454103,0.002496764485506753,3.7543668692481864,0.3073924483645619,0.0,1.0338403337917885,1.0
ENSMUSG00000026959,Grin1,2.1203543094277437,0.6971222331528809,0.00018051112235726587,0.696597291456384,-1.5397286903253393,8.051016611279042e-08,1.7094153228540818,-0.1472606919152043,0.8352223310498232
ENSMUSG00000036646,Man1b1,0.20679410568351478,-0.12230351422034813,0.7537700602695715,0.2072314522970605,-0.03073524596228916,1.0,0.2362339793579537,0.19694113612016784,0.7482206070430636
ENSMUSG00000026958,Dpp7,0.15390436897644072,-0.48922214750824544,0.0479359351076961,0.23469586163763478,0.516867555521531,0.1451458205399106,0.20342370444712682,0.2922654863729921,0.551615747366113
ENSMUSG00000026956,Uap1l1,0.1172150921616236,-0.2957424180870363,0.5071864331465703,0.18476057192749973,0.6703026044597129,0.1576389298377863,0.1164764759334355,-0.12266415188820323,1.0
ENSMUSG00000026955,Sapcd2,0.006194293488215881,-0.054285090791696966,1.0,0.007490293456520259,0.6669040279978482,0.7864998800787298,0.004921541236624036,-0.05362250745855146,1.0
ENSMUSG00000015085,Entpd2,0.05622512550842107,-0.651320423813428,0.06642730944720987,0.10236734390577687,0.7629799995528956,0.11083842927656808,0.07874465978598458,0.32662208301963336,0.7181746078805769
ENSMUSG00000015094,Npdc1,1.834463840740857,0.5518106474236162,0.004143263296662175,1.0686151997968902,-0.6952483727312913,0.021883386958587263,1.3714694912725647,-0.3201338172813578,0.4003194356160688
ENSMUSG00000036587,Fut7,0.001429452343434434,-1.054285090791697,0.6337878912914684,0.002496764485506753,1.1694043685270303,0.8107144958685168,0.0032810274910826903,1.296874739625581,0.7406360724229896
ENSMUSG00000026944,Abca2,0.7152026558316952,-1.019285381411237,5.506506432640789e-09,1.8026639585358757,1.119718976570796,1.7464169108471236e-06,1.2189017129372195,0.45405807217631156,0.09953722491853847
ENSMUSG00000047617,Paxx,0.3511687923703926,-0.6169205043955894,0.0018269203018054468,0.4718884877607763,0.23014479190723058,0.5328545141438061,0.5823823796671775,0.6531482361326545,0.007154771593686722
ENSMUSG00000015093,Clic3,0.0009529682289562894,-3.1697623082116326,0.0006802833423739715,0.029961173826081038,4.869844086668122,1.1338016179765829e-07,0.0,-1.873050261816731,0.3668923945867784
ENSMUSG00000015090,Ptgds,3.155754290188752,-1.7230159492054509,6.329108251797654e-22,17.207700834112543,2.1803994520321677,4.3146375228248364e-23,5.966548492533873,0.14038952627947232,0.8469525481773654
ENSMUSG00000015083,C8g,0.005241325259259591,-1.1697623082116326,0.21886617305012834,0.014980586913040519,1.3917967898634798,0.2980193602774667,0.009843082473248072,0.6712702544070792,0.8244006140606795
ENSMUSG00000015095,Fbxw5,0.4474185834949779,0.3751486295636506,0.12116356780738603,0.2996117382608104,-0.5165944523572354,0.17089418624342695,0.3740371339834267,-0.17680442756183012,0.8157764869940958
ENSMUSG00000026942,Traf2,0.04336005441751117,0.14734877037795346,0.8696828120827274,0.03994823176810805,-0.003660340445848398,1.0,0.03773181614745094,-0.13608466765052452,0.9974897496971618
ENSMUSG00000015092,Edf1,1.327484742936111,0.07506263405581204,0.8455893076631963,1.133531076420066,-0.2320940770980955,0.6130364299148399,1.3435807575983618,0.051097127979392865,1.0
ENSMUSG00000026941,Mamdc4,0.002858904686868868,-1.054285090791697,0.5494880290454103,0.012483822427533766,2.3393293699693425,0.12626732718946793,0.0016405137455413451,-0.5511221669293684,1.0
ENSMUSG00000036504,Phpt1,0.339256689508439,-0.2734943505820957,0.2716318176259273,0.434437020478175,0.30924557717057444,0.37218686967060366,0.39372329892992286,0.15393937572068506,0.8066158037545461
ENSMUSG00000029419,Ajm1,0.31543248378453176,0.46683092790483327,0.056203421995084074,0.17227674949996596,-0.8028506409900642,0.026403121083435205,0.26412271303215656,-0.14200950160763037,0.9243091069861331
ENSMUSG00000015087,Rabl6,0.5998935001279841,0.35922655425618677,0.12555760550082296,0.30959879620283737,-0.9309005372686543,0.003417301217421783,0.5708987834483882,0.04629533236471506,1.0
ENSMUSG00000052403,Fcnaos,0.0019059364579125787,-0.3173194966254922,1.0,0.002496764485506753,1.1694043685270303,0.8107144958685168,0.0016405137455413451,0.44887783307063245,1.0
ENSMUSG00000026939,Tmem141,0.1867817728754327,-0.2751033766300339,0.3377636671323637,0.21472174575358077,0.13391528380840656,0.8410318659635089,0.232952951866871,0.2898298248339968,0.551615747366113
ENSMUSG00000026938,Fcna,0.0,-3.8616400128493007,0.007607109153430254,0.0,-0.05298805280941643,1.0,0.009843082473248072,4.841195255849392,0.0009760609351746435
ENSMUSG00000036449,Lcn8,0.0004764841144781447,-0.05428509079169608,1.0,0.0,1.7543668692481873,1.0,0.0,1.0338403337917885,1.0
ENSMUSG00000087612,A230005M16Rik,0.004288357030303302,1.2676430040956665,0.4017451589970951,0.0,-0.7050647493891091,0.8657740752695712,0.0016405137455413451,-0.2880877610955741,0.9974897496971618
ENSMUSG00000049086,Bmyc,0.6103761506465033,0.3362048008748104,0.15920172840726585,0.44692084290570877,-0.3894981547531854,0.3137432444841541,0.5069187473722757,-0.2027757237374732,0.7435105463147726
ENSMUSG00000069080,Lcn11,0.0,-2.054285090791696,0.5494880290454103,0.002496764485506753,3.7543668692481864,0.3073924483645619,0.0,1.0338403337917885,1.0
ENSMUSG00000058740,Kcnt1,0.45265990875423745,1.0642293804676932,2.929100011398123e-07,0.16728322052895245,-1.264078798072631,0.00015426463776750034,0.24771757557674312,-0.7097539988403223,0.01615483922709628
ENSMUSG00000026933,Camsap1,0.46552497984514735,0.5574774692731743,0.011348089323969246,0.24218615509415503,-0.8597419771324852,0.010093811699313558,0.36419405151017864,-0.23538071076473033,0.6822903849164341
ENSMUSG00000036352,Ubac1,0.25777790593267624,0.027863950562174722,1.0,0.23719262612314154,-0.11599785033521726,0.9509729669557955,0.26248219928661526,0.04960764965010411,1.0
ENSMUSG00000026932,Nacc2,0.3764224504377343,-1.2130208339673711,6.593858185043233e-12,0.6516555307172626,0.32426549751445755,0.32514621354972356,1.0187590359811753,1.2756921146300877,1.9553575382031432e-10
ENSMUSG00000087679,Tmem250-ps,0.3197208408148351,0.3268050765638091,0.22156985515894484,0.26465703546371583,-0.18891476477229108,0.7787190585837491,0.24771757557674312,-0.321858497750819,0.5186363386307491
ENSMUSG00000026934,Lhx3,0.0,-2.639247591512854,0.265353585768226,0.0,1.1694043685270312,1.0,0.0032810274910826903,3.6188028345129446,0.2014410818218322
ENSMUSG00000098977,Gm27196,0.0,-2.054285090791696,0.5494880290454103,0.0,1.7543668692481873,1.0,0.0016405137455413451,3.0338403337917885,0.551615747366113
ENSMUSG00000036327,Qsox2,0.14389820257239969,0.12279970222348169,0.799164987351707,0.15729616258692544,0.2113350489929493,0.7010455031004952,0.11483596218789417,-0.3321123849875729,0.5862258169808461
ENSMUSG00000048038,Ccdc187,0.009529682289562894,-0.8318926694552484,0.48326822667870245,0.0374514672826013,2.2308049131911742,0.030007858045491293,0.0032810274910826903,-1.5511221669293684,0.5656871931584658
ENSMUSG00000026930,Gpsm1,0.19345255047812673,0.13078411621029362,0.7642135698344654,0.1647864560434457,-0.19913466865192087,0.7732155001361806,0.18373753950063065,-0.031677077132420184,1.0
ENSMUSG00000075467,Dnlz,0.5255619782693935,0.18387464640306783,0.5455363286113409,0.44941760739121556,-0.18769394821084628,0.7504147121753877,0.4708274449703661,-0.12266415188820334,0.9330997363257197
ENSMUSG00000026928,Card9,0.005241325259259591,1.53067740992946,0.2972743349489999,0.0,-0.9460728488929036,0.6467718185050415,0.0016405137455413451,-0.5511221669293684,0.8537772240119574
ENSMUSG00000036281,Snapc4,0.09482033878115079,0.16330634428092994,0.7604991724121741,0.054928818681148565,-0.7609901639871022,0.14724464635706275,0.10335236596910474,0.2394244674416819,0.7711843549898331
ENSMUSG00000085767,Gm13563,0.0009529682289562894,0.53067740992946,1.0,0.0,1.1694043685270312,1.0,0.0,0.44887783307063245,1.0
ENSMUSG00000026927,Entr1,0.29065530983166826,0.14004754733947866,0.7091010079320552,0.23219909715212803,-0.3057541231893832,0.526369226093902,0.28380887797865273,0.01735221100321871,1.0
ENSMUSG00000026926,Pmpca,0.44313022646467454,0.22715168484213977,0.42703749351127185,0.3370632055434117,-0.36029411333193373,0.3948202892143023,0.4052068951487123,-0.0699550785805132,1.0
ENSMUSG00000026925,Inpp5e,0.10482650518519183,-0.26638253140026524,0.46760320970982067,0.12983175324635116,0.2728339581824364,0.626617848262711,0.1230385309156009,0.18901070631552042,0.8351791482122899
ENSMUSG00000026924,Sec16a,0.24824822364311339,0.29414080627274153,0.31629247001576766,0.17727027847097945,-0.4310592257343133,0.3361059149434776,0.21818832815699893,-0.11195877029644397,0.9795548611394598
ENSMUSG00000086714,0610009E02Rik,0.007623745831650315,-1.13674725098367,0.10624837526973399,0.027464409340574283,1.8157674139123303,0.016822969561266214,0.009843082473248072,0.033840333791787636,1.0
ENSMUSG00000026923,Notch1,0.06956668071380913,-0.26400368209303426,0.5413826187458785,0.09987057942027013,0.5344900458305224,0.3028672036431808,0.07218260480381919,-0.021201029766173995,1.0
ENSMUSG00000026921,Egfl7,0.21060597859933994,0.26927224768032376,0.39093744226584115,0.18975410089851322,-0.06365497786127294,1.0,0.16405137455413452,-0.32753891181429884,0.551615747366113
ENSMUSG00000026922,Agpat2,0.008100229946128459,-1.7423410844769567,0.0013111888512386633,0.04494176073912155,2.194939460634168,0.00021067495436983977,0.016405137455413454,0.3233469509867728,0.9354378422511712
ENSMUSG00000036186,Dipk1b,0.4469420993804997,-0.040390649133315915,0.955792570187466,0.25217321303618206,-0.9197215219459525,0.005035577132975055,0.5955064896315083,0.5192671609620292,0.04809724280908412
ENSMUSG00000086775,Snhg7os,0.0,-4.054285090791697,0.0029224905389914476,0.01747735139854727,5.754366869248186,1.3440724666774726e-05,0.0,-0.9661596662082115,0.7497332939084538
ENSMUSG00000036160,Surf6,0.08338472003367532,-0.32277392671759886,0.3679434164127066,0.09238028596374986,0.07155704512888672,1.0,0.11155493469681148,0.407655170344118,0.4492784120058193
ENSMUSG00000015776,Med22,0.2110824627138181,-0.021420456886070305,1.0,0.1872573364130065,-0.189998431778994,0.7877760799917617,0.23131243812132968,0.16399672493858874,0.825257590086365
ENSMUSG00000062647,Rpl7a,2.006474606067467,-0.2069045888779928,0.45002989952694905,2.4967644855067532,0.28280127550591994,0.43820060070469474,2.1982884190254026,0.07531248712812721,0.9918669893096678
ENSMUSG00000015790,Surf1,0.4698133368754506,0.022256464081296334,1.0,0.42694672702165476,-0.14467383113939714,0.8543024104240994,0.4855920686802382,0.07073991660331669,0.9884918748665849
ENSMUSG00000014873,Surf2,0.1972644233939519,0.0652536074068415,0.9296975586806125,0.12483822427533765,-0.6895517500177855,0.09651141781085651,0.22967192437578834,0.31230478019518726,0.5085170928400413
ENSMUSG00000014867,Surf4,0.37594596632325616,-0.20336330732840513,0.45936620700150727,0.4993528971013506,0.40119809410892093,0.20764567419147545,0.38880175769329883,-0.02262661786724074,1.0
ENSMUSG00000049897,Stkld1,0.0009529682289562894,-2.054285090791697,0.1345957747916709,0.012483822427533766,3.7543668692481864,0.004792405315770288,0.0,-0.9661596662082115,0.7497332939084538
ENSMUSG00000052406,Rexo4,0.21346488328620883,0.3639691211706899,0.2066699900819506,0.15479939810141868,-0.38209537330108434,0.423684419438064,0.17225394328184124,-0.23541869258263448,0.7435105463147726
ENSMUSG00000014852,Adamts13,0.01429452343434434,1.5779831247078153,0.050787014248823405,0.004993528971013506,-0.70506474938911,0.5787245208480551,0.0032810274910826903,-1.4255912848455097,0.26991857336258296
ENSMUSG00000015488,Cacfd1,0.3030438968081,0.1315814545196372,0.7254734081112152,0.22221203921010102,-0.4455235535934128,0.2887961758527616,0.3116976116528556,0.10744342383178562,0.9296880062596377
ENSMUSG00000036067,Slc2a6,0.14675710725926855,0.3468132175292733,0.28011151604791834,0.04494176073912155,-1.6665906015744745,0.00012797812541893113,0.16077034706305182,0.3100501283733146,0.551615747366113
ENSMUSG00000087364,Gm13398,0.0009529682289562894,0.53067740992946,1.0,0.0,1.1694043685270312,1.0,0.0,0.44887783307063245,1.0
ENSMUSG00000009214,Mymk,0.001429452343434434,-0.6392475915128539,0.8553415258361781,0.002496764485506753,1.4324387743608247,0.7498875902059405,0.0016405137455413451,0.711912238904425,1.0
ENSMUSG00000036040,Adamtsl2,0.039071697387207865,1.8613227219179302,0.00014153369263722647,0.014980586913040519,-0.881221704542936,0.29903662131259406,0.006562054982165381,-2.1199650022872474,0.0021980312580192215
ENSMUSG00000009216,Fam163b,0.6246706740808476,2.00864616493476,2.849517210522213e-22,0.22221203921010102,-1.1831867759361183,0.0002368505927942659,0.10991442095127013,-2.3309380653886915,1.1070405655410317e-17
ENSMUSG00000000889,Dbh,0.0019059364579125787,1.2676430040956657,0.5494880290454103,0.0,0.43243877436082556,1.0,0.0,-0.288087761095575,1.0
ENSMUSG00000009614,Sardh,0.032877403898991985,-0.568858263621455,0.1943816156212308,0.04993528971013506,0.5173276719473385,0.45480600178430164,0.04757489862069901,0.44887783307063067,0.587093386576135
ENSMUSG00000009621,Vav2,0.031447951555557546,-1.3280459032185488,2.4237719846927392e-05,0.04494176073912155,-0.008932872731481467,1.0,0.10171185222356341,1.6017293211540022,3.0271486058824366e-06
ENSMUSG00000109946,Brd3os,0.2377655731245942,0.46855569802166164,0.07374617935041311,0.13232851773185791,-0.7668700338625816,0.051565671890040854,0.19686164946496143,-0.158432099168325,0.889212268171894
ENSMUSG00000026918,Brd3,0.1991703598518645,0.47661225289272036,0.0783619727148753,0.1373220467028714,-0.42696289546637445,0.37684866442450565,0.1460057233531797,-0.36304981877679676,0.4967821443632557
ENSMUSG00000026917,Wdr5,0.14342171845792154,0.09665680728304249,0.8583081482150761,0.1223414597898309,-0.2016897831642157,0.7988186203674259,0.14108418211655568,0.021456609335955168,1.0
ENSMUSG00000015846,Rxra,0.14437468668687783,0.05409107025309501,0.985625843523586,0.1498058691304052,0.10014170608991746,0.9246125577036018,0.13124109964330763,-0.13410430352228397,0.9666245688549886
ENSMUSG00000026837,Col5a1,0.027159594525254245,1.2187334036147188,0.03416528547053061,0.014980586913040519,-0.41555813219412485,0.7516516015738766,0.008202568727706727,-1.3811971654870563,0.09863237728342135
